OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,CouponWasMissing,TotalPrice_Capped,OrderMonth,OrderDayOfWeek,IsWeekend,UsedCoupon,CartConversionRatio,OrderValueCategory,TotalPrice_Log
ORD200606,2024-11-06,C85018,Laptop,3,274.75,783 Main St,Cash,Cancelled,TRK54128886,3,SAVE10,Google,824.25,0,824.25,11,Wednesday,0,1,1.0,Medium,6.7156863707333025
ORD200607,2025-05-31,C96434,Printer,4,634.05,282 Main St,Cash,Shipped,TRK56730647,6,SAVE10,Google,2536.2,0,2536.2,5,Saturday,1,1,0.667,High,7.838816389759742
ORD200608,2024-07-24,C32956,Laptop,5,543.16,788 Main St,Online,Cancelled,TRK73140103,6,SAVE10,Instagram,2715.8,0,2715.8,7,Wednesday,0,1,0.833,High,7.907209996117028
ORD200609,2025-01-27,C41137,Chair,3,449.13,809 Main St,Cash,Returned,TRK52732162,5,WINTER15,Referral,1347.39,0,1347.39,1,Monday,0,1,0.6,High,7.206666567135431
ORD200610,2024-06-16,C60361,Desk,5,389.62,623 Main St,Cash,Returned,TRK83566924,7,FREESHIP,Facebook,1948.1,0,1948.1,6,Sunday,1,1,0.714,High,7.575123006554595
ORD200611,2023-04-21,C36688,Desk,1,305.17,700 Main St,Gift Card,Returned,TRK35720426,3,WINTER15,Referral,305.17,0,305.17,4,Friday,0,1,0.333,Low,5.72414050324408
ORD200612,2023-06-02,C51811,Chair,3,445.12,339 Main St,Gift Card,Cancelled,TRK82377939,8,FREESHIP,Google,1335.36,1,1335.36,6,Friday,0,0,0.375,High,7.19770477887632
ORD200613,2024-12-19,C62405,Laptop,2,230.36,154 Main St,Online,Returned,TRK14721763,4,WINTER15,Email,460.72,0,460.72,12,Thursday,0,1,0.5,Low,6.134958646746711
ORD200614,2024-03-08,C77363,Phone,1,96.81,807 Main St,Gift Card,Cancelled,TRK12439827,3,FREESHIP,Referral,96.81,1,96.81,3,Friday,0,0,0.333,Low,4.5830268213024015
ORD200615,2025-03-07,C97218,Monitor,5,460.14,252 Main St,Credit Card,Returned,TRK52632065,10,WINTER15,Facebook,2300.7,0,2300.7,3,Friday,0,1,0.5,High,7.7414032593296485
ORD200616,2024-10-17,C43919,Tablet,3,601.6,984 Main St,Credit Card,Cancelled,TRK73113192,7,SAVE10,Facebook,1804.8,0,1804.8,10,Thursday,0,1,0.429,High,7.498758985873379
ORD200617,2024-02-08,C57093,Tablet,3,184.47,834 Main St,Online,Cancelled,TRK75469057,4,FREESHIP,Referral,553.41,1,553.41,2,Thursday,0,0,0.75,Medium,6.317904485231057
ORD200618,2024-09-03,C50565,Tablet,1,411.34,399 Main St,Debit Card,Returned,TRK97981418,5,FREESHIP,Instagram,411.34,1,411.34,9,Tuesday,0,0,0.2,Low,6.021848251742422
ORD200619,2024-07-16,C38845,Laptop,1,532.89,764 Main St,Gift Card,Pending,TRK47637374,2,FREESHIP,Referral,532.89,1,532.89,7,Tuesday,0,0,0.5,Medium,6.28018982523146
ORD200620,2024-03-27,C84834,Tablet,3,136.34,866 Main St,Debit Card,Returned,TRK90136001,8,SAVE10,Referral,409.02,0,409.02,3,Wednesday,0,1,0.375,Low,6.016205938996429
ORD200621,2023-10-22,C37455,Phone,5,476.01,146 Main St,Credit Card,Delivered,TRK82685594,7,WINTER15,Google,2380.05,0,2380.05,10,Sunday,1,1,0.714,High,7.775296845846383
ORD200622,2024-11-02,C27078,Desk,5,236.38,128 Main St,Credit Card,Returned,TRK89314307,7,FREESHIP,Facebook,1181.9,1,1181.9,11,Saturday,1,0,0.714,Medium,7.075724329551691
ORD200623,2023-06-16,C91941,Printer,3,396.0,269 Main St,Gift Card,Cancelled,TRK21330732,4,FREESHIP,Instagram,1188.0,0,1188.0,6,Friday,0,1,0.75,Medium,7.080867896690782
ORD200624,2024-01-16,C25967,Tablet,5,341.96,747 Main St,Debit Card,Delivered,TRK88559278,6,FREESHIP,Email,1709.8,1,1709.8,1,Tuesday,0,0,0.833,High,7.444716376352754
ORD200625,2023-09-24,C22123,Tablet,1,672.89,519 Main St,Credit Card,Pending,TRK43250279,1,WINTER15,Email,672.89,0,672.89,9,Sunday,1,1,1.0,Medium,6.513066892845188
ORD200626,2024-03-01,C45671,Tablet,2,657.48,769 Main St,Online,Shipped,TRK18179773,5,SAVE10,Referral,1314.96,0,1314.96,3,Friday,0,1,0.4,High,7.182321716286543
ORD200627,2023-08-06,C53334,Chair,3,498.68,879 Main St,Online,Returned,TRK31724421,4,FREESHIP,Email,1496.04,0,1496.04,8,Sunday,1,1,0.75,High,7.311245104169533
ORD200628,2023-03-26,C18717,Printer,5,558.63,861 Main St,Cash,Pending,TRK58568806,8,FREESHIP,Referral,2793.15,0,2793.15,3,Sunday,1,1,0.625,High,7.93528322484685
ORD200629,2023-07-07,C50137,Phone,3,19.73,840 Main St,Online,Pending,TRK91836131,3,FREESHIP,Referral,59.19,1,59.19,7,Friday,0,0,1.0,Low,4.0975062255596795
ORD200630,2023-06-23,C51481,Monitor,5,248.84,140 Main St,Debit Card,Cancelled,TRK33437701,10,FREESHIP,Instagram,1244.2,1,1244.2,6,Friday,0,0,0.5,Medium,7.127051438567453
ORD200631,2024-08-31,C99128,Chair,3,46.11,360 Main St,Gift Card,Returned,TRK32426808,5,WINTER15,Referral,138.33,0,138.33,8,Saturday,1,1,0.6,Low,4.936845220125501
ORD200632,2023-05-02,C67260,Laptop,5,678.16,463 Main St,Gift Card,Delivered,TRK38229104,7,WINTER15,Facebook,3390.8,0,3330.4075,5,Tuesday,0,1,0.714,High,8.111150166346231
ORD200633,2024-04-10,C79533,Laptop,5,601.72,921 Main St,Gift Card,Cancelled,TRK54711422,5,WINTER15,Instagram,3008.6,0,3008.6,4,Wednesday,0,1,1.0,High,8.009562458546766
ORD200634,2024-04-25,C66906,Printer,2,259.32,117 Main St,Gift Card,Delivered,TRK31633755,2,WINTER15,Referral,518.64,0,518.64,4,Thursday,0,1,1.0,Low,6.253136264127532
ORD200635,2023-12-13,C12818,Chair,3,63.68,434 Main St,Cash,Returned,TRK40879983,6,FREESHIP,Facebook,191.04,1,191.04,12,Wednesday,0,0,0.5,Low,5.25770368366274
ORD200636,2023-10-05,C60384,Laptop,4,371.07,336 Main St,Cash,Cancelled,TRK92080037,7,WINTER15,Facebook,1484.28,0,1484.28,10,Thursday,0,1,0.571,High,7.3033585856516225
ORD200637,2024-09-29,C92294,Chair,4,306.35,784 Main St,Gift Card,Shipped,TRK23585765,7,WINTER15,Referral,1225.4,0,1225.4,9,Sunday,1,1,0.571,Medium,7.111838327557605
ORD200638,2023-10-15,C66840,Tablet,4,578.27,547 Main St,Online,Delivered,TRK76929637,9,WINTER15,Email,2313.08,0,2313.08,10,Sunday,1,1,0.444,High,7.746767479325422
ORD200639,2023-01-20,C22534,Chair,1,529.19,391 Main St,Cash,Cancelled,TRK17415798,5,FREESHIP,Referral,529.19,1,529.19,1,Friday,0,0,0.2,Medium,6.273235432869815
ORD200640,2024-02-27,C46509,Chair,2,587.49,647 Main St,Gift Card,Returned,TRK24241664,6,SAVE10,Referral,1174.98,0,1174.98,2,Tuesday,0,1,0.333,Medium,7.069857121511234
ORD200641,2024-06-30,C71680,Printer,4,567.57,814 Main St,Debit Card,Pending,TRK47386650,9,WINTER15,Google,2270.28,0,2270.28,6,Sunday,1,1,0.444,High,7.728098828208729
ORD200642,2024-04-29,C15063,Chair,5,85.22,527 Main St,Credit Card,Cancelled,TRK10329390,7,FREESHIP,Email,426.1,0,426.1,4,Monday,0,1,0.714,Low,6.057018177847421
ORD200643,2024-08-26,C77122,Laptop,1,438.37,647 Main St,Cash,Cancelled,TRK75814880,4,SAVE10,Referral,438.37,0,438.37,8,Monday,0,1,0.25,Low,6.085341882699326
ORD200644,2023-11-15,C86524,Chair,2,366.23,961 Main St,Cash,Shipped,TRK62490506,2,WINTER15,Email,732.46,0,732.46,11,Wednesday,0,1,1.0,Medium,6.597773063035387
ORD200645,2023-01-02,C82990,Laptop,2,150.05,727 Main St,Credit Card,Cancelled,TRK68574801,4,SAVE10,Facebook,300.1,0,300.1,1,Monday,0,1,0.5,Low,5.707442435487688
ORD200646,2023-10-27,C98761,Chair,4,498.51,804 Main St,Debit Card,Shipped,TRK43262630,4,SAVE10,Google,1994.04,0,1994.04,10,Friday,0,1,1.0,High,7.598419379248276
ORD200647,2025-04-24,C54409,Desk,3,339.39,667 Main St,Cash,Returned,TRK67671316,7,FREESHIP,Google,1018.17,0,1018.17,4,Thursday,0,1,0.429,Medium,6.926743849533822
ORD200648,2025-01-18,C89674,Monitor,2,575.83,182 Main St,Online,Delivered,TRK45902512,3,WINTER15,Referral,1151.66,0,1151.66,1,Saturday,1,1,0.667,Medium,7.0498275938684065
ORD200649,2023-12-23,C45899,Monitor,2,642.98,153 Main St,Debit Card,Returned,TRK32932093,7,FREESHIP,Email,1285.96,0,1285.96,12,Saturday,1,1,0.286,High,7.160038127082053
ORD200650,2023-05-18,C74499,Desk,2,372.23,518 Main St,Gift Card,Delivered,TRK93767278,7,SAVE10,Email,744.46,0,744.46,5,Thursday,0,1,0.286,Medium,6.614001477500375
ORD200651,2024-11-12,C81192,Chair,3,646.34,429 Main St,Debit Card,Pending,TRK76931118,5,FREESHIP,Google,1939.02,1,1939.02,11,Tuesday,0,0,0.6,High,7.5704535612825845
ORD200652,2024-06-05,C71473,Chair,5,341.84,328 Main St,Online,Shipped,TRK94857335,8,FREESHIP,Instagram,1709.2,0,1709.2,6,Wednesday,0,1,0.625,High,7.444365601721855
ORD200653,2024-02-25,C59338,Printer,3,690.3,747 Main St,Credit Card,Shipped,TRK12902764,6,WINTER15,Google,2070.9,0,2070.9,2,Sunday,1,1,0.5,High,7.636221339666437
ORD200654,2023-06-12,C62661,Tablet,3,382.37,863 Main St,Debit Card,Returned,TRK25748100,8,FREESHIP,Instagram,1147.11,1,1147.11,6,Monday,0,0,0.375,Medium,7.045872391104513
ORD200655,2023-03-14,C22101,Chair,2,132.6,262 Main St,Debit Card,Cancelled,TRK70711522,4,WINTER15,Email,265.2,0,265.2,3,Tuesday,0,1,0.5,Low,5.5842479059610115
ORD200656,2024-01-18,C51404,Monitor,2,189.06,835 Main St,Gift Card,Shipped,TRK85682500,7,SAVE10,Facebook,378.12,0,378.12,1,Thursday,0,1,0.286,Low,5.937852777659333
ORD200657,2023-12-24,C19384,Tablet,4,87.79,532 Main St,Cash,Cancelled,TRK33207064,6,FREESHIP,Instagram,351.16,0,351.16,12,Sunday,1,1,0.667,Low,5.8640856177781515
ORD200658,2025-04-18,C86864,Printer,2,46.36,670 Main St,Gift Card,Returned,TRK15323191,4,SAVE10,Google,92.72,0,92.72,4,Friday,0,1,0.5,Low,4.540311613639595
ORD200659,2024-10-26,C24301,Phone,2,642.04,964 Main St,Gift Card,Delivered,TRK55000075,4,WINTER15,Email,1284.08,0,1284.08,10,Saturday,1,1,0.5,High,7.158576252200784
ORD200660,2024-10-19,C43842,Chair,2,651.57,933 Main St,Debit Card,Shipped,TRK54084424,7,WINTER15,Facebook,1303.14,0,1303.14,10,Saturday,1,1,0.286,High,7.173299098686906
ORD200661,2025-02-28,C63657,Tablet,3,424.89,116 Main St,Debit Card,Cancelled,TRK86378984,6,FREESHIP,Google,1274.67,0,1274.67,2,Friday,0,1,0.5,Medium,7.151226809766983
ORD200662,2023-01-28,C98332,Laptop,3,438.89,985 Main St,Cash,Returned,TRK85744797,3,FREESHIP,Facebook,1316.67,1,1316.67,1,Saturday,1,0,1.0,High,7.1836203043496365
ORD200663,2024-04-15,C59774,Monitor,1,72.6,941 Main St,Debit Card,Cancelled,TRK87635135,6,FREESHIP,Instagram,72.6,0,72.6,4,Monday,0,1,0.167,Low,4.298645025734831
ORD200664,2024-12-19,C14847,Laptop,4,194.75,188 Main St,Cash,Shipped,TRK46492755,5,FREESHIP,Facebook,779.0,1,779.0,12,Thursday,0,0,0.8,Medium,6.659293919683638
ORD200665,2023-05-02,C83653,Tablet,4,231.26,253 Main St,Online,Shipped,TRK32619935,6,WINTER15,Google,925.04,0,925.04,5,Tuesday,0,1,0.667,Medium,6.830917430257512
ORD200666,2024-08-31,C35711,Monitor,4,327.12,788 Main St,Credit Card,Cancelled,TRK45281495,4,FREESHIP,Email,1308.48,1,1308.48,8,Saturday,1,0,1.0,High,7.17738539082617
ORD200667,2023-05-03,C10477,Laptop,1,466.42,172 Main St,Gift Card,Pending,TRK41505339,5,SAVE10,Email,466.42,0,466.42,5,Wednesday,0,1,0.2,Low,6.147228211090879
ORD200668,2024-07-05,C61257,Monitor,2,253.67,981 Main St,Cash,Returned,TRK25226070,3,WINTER15,Facebook,507.34,0,507.34,7,Friday,0,1,0.667,Low,6.231150515041503
ORD200669,2023-02-05,C60547,Desk,1,257.0,812 Main St,Debit Card,Cancelled,TRK65694249,5,FREESHIP,Referral,257.0,1,257.0,2,Sunday,1,0,0.2,Low,5.552959584921617
ORD200670,2024-04-18,C14576,Desk,4,539.2,747 Main St,Credit Card,Pending,TRK21637540,8,FREESHIP,Google,2156.8,0,2156.8,4,Thursday,0,1,0.5,High,7.67684446311724
ORD200671,2023-06-15,C49282,Chair,5,50.74,737 Main St,Gift Card,Cancelled,TRK88653901,7,WINTER15,Google,253.7,0,253.7,6,Thursday,0,1,0.714,Low,5.540086381985411
ORD200672,2023-05-09,C14017,Phone,2,624.16,984 Main St,Debit Card,Shipped,TRK71009446,2,SAVE10,Instagram,1248.32,0,1248.32,5,Tuesday,0,1,1.0,Medium,7.130354682274662
ORD200673,2023-02-21,C46504,Tablet,2,372.92,131 Main St,Credit Card,Delivered,TRK95024356,7,SAVE10,Email,745.84,0,745.84,2,Tuesday,0,1,0.286,Medium,6.615850972097135
ORD200674,2024-01-09,C56928,Laptop,4,358.75,860 Main St,Gift Card,Delivered,TRK57792939,9,SAVE10,Facebook,1435.0,0,1435.0,1,Tuesday,0,1,0.444,High,7.269616749608169
ORD200675,2024-08-06,C97749,Desk,3,342.02,906 Main St,Debit Card,Pending,TRK90233116,5,FREESHIP,Email,1026.06,1,1026.06,8,Tuesday,0,0,0.6,Medium,6.934455630812093
ORD200676,2025-06-23,C90431,Laptop,2,422.34,985 Main St,Credit Card,Cancelled,TRK44151723,4,FREESHIP,Instagram,844.68,0,844.68,6,Monday,0,1,0.5,Medium,6.740141037460408
ORD200677,2025-04-03,C56722,Tablet,5,22.07,179 Main St,Online,Cancelled,TRK78778569,7,FREESHIP,Instagram,110.35,0,110.35,4,Thursday,0,1,0.714,Low,4.712678393703377
ORD200678,2024-11-24,C40863,Chair,3,163.13,457 Main St,Gift Card,Shipped,TRK20553345,5,WINTER15,Facebook,489.39,0,489.39,11,Sunday,1,1,0.6,Low,6.195200992896963
ORD200679,2023-02-02,C40798,Tablet,3,360.66,304 Main St,Online,Returned,TRK66106697,5,FREESHIP,Instagram,1081.98,0,1081.98,2,Thursday,0,1,0.6,Medium,6.987471779609786
ORD200680,2023-08-27,C16702,Monitor,3,463.39,694 Main St,Credit Card,Returned,TRK16953491,3,FREESHIP,Facebook,1390.17,1,1390.17,8,Sunday,1,0,1.0,High,7.237900398690256
ORD200681,2024-01-30,C38262,Tablet,1,155.27,548 Main St,Debit Card,Shipped,TRK47300502,6,FREESHIP,Email,155.27,1,155.27,1,Tuesday,0,0,0.167,Low,5.0515852804252095
ORD200682,2023-07-23,C50274,Monitor,3,509.42,449 Main St,Credit Card,Cancelled,TRK91729086,5,FREESHIP,Google,1528.26,0,1528.26,7,Sunday,1,1,0.6,High,7.3325392372544735
ORD200683,2025-05-18,C91591,Desk,4,652.48,887 Main St,Cash,Pending,TRK23554043,5,FREESHIP,Instagram,2609.92,0,2609.92,5,Sunday,1,1,0.8,High,7.867457928628042
ORD200684,2024-09-22,C96583,Printer,4,34.84,288 Main St,Credit Card,Shipped,TRK64353241,8,FREESHIP,Email,139.36,1,139.36,9,Sunday,1,0,0.5,Low,4.944210550715014
ORD200685,2025-02-07,C64579,Desk,1,234.37,638 Main St,Debit Card,Shipped,TRK10276565,5,FREESHIP,Email,234.37,0,234.37,2,Friday,0,1,0.2,Low,5.461158744053865
ORD200686,2023-10-09,C41903,Desk,3,53.6,525 Main St,Cash,Pending,TRK59112382,4,WINTER15,Facebook,160.8,0,160.8,10,Monday,0,1,0.75,Low,5.086361004624392
ORD200687,2023-09-13,C19742,Tablet,1,332.09,408 Main St,Gift Card,Returned,TRK68845230,5,FREESHIP,Instagram,332.09,0,332.09,9,Wednesday,0,1,0.2,Low,5.808412723734284
ORD200688,2024-03-06,C20077,Monitor,4,593.22,154 Main St,Credit Card,Cancelled,TRK36415742,8,WINTER15,Facebook,2372.88,0,2372.88,3,Wednesday,0,1,0.5,High,7.772281026293052
ORD200689,2023-08-29,C13186,Tablet,2,444.84,787 Main St,Online,Shipped,TRK56967415,7,FREESHIP,Facebook,889.68,1,889.68,8,Tuesday,0,0,0.286,Medium,6.791985215936257
ORD200690,2024-07-12,C29318,Monitor,1,24.48,128 Main St,Gift Card,Returned,TRK88666721,1,FREESHIP,Instagram,24.48,1,24.48,7,Friday,0,0,1.0,Low,3.2378938307039626
ORD200691,2024-11-24,C36137,Laptop,3,239.08,396 Main St,Cash,Shipped,TRK57376416,8,FREESHIP,Google,717.24,1,717.24,11,Sunday,1,0,0.375,Medium,6.576803775033622
ORD200692,2023-01-23,C25534,Desk,5,196.84,319 Main St,Credit Card,Delivered,TRK68347402,5,WINTER15,Instagram,984.2,0,984.2,1,Monday,0,1,1.0,Medium,6.892844666246383
ORD200693,2025-03-12,C62070,Monitor,1,176.58,674 Main St,Debit Card,Returned,TRK10267127,4,FREESHIP,Referral,176.58,1,176.58,3,Wednesday,0,0,0.25,Low,5.179421211604181
ORD200694,2023-10-02,C92049,Printer,4,666.52,619 Main St,Cash,Shipped,TRK32287092,8,FREESHIP,Email,2666.08,0,2666.08,10,Monday,0,1,0.5,High,7.888739519982605
ORD200695,2024-11-23,C52604,Printer,5,101.3,553 Main St,Online,Shipped,TRK48839788,7,FREESHIP,Email,506.5,0,506.5,11,Saturday,1,1,0.714,Low,6.229496710915942
ORD200696,2023-07-02,C22429,Chair,4,151.2,965 Main St,Gift Card,Pending,TRK38572927,9,WINTER15,Facebook,604.8,0,604.8,7,Sunday,1,1,0.444,Medium,6.406549898593137
ORD200697,2025-02-04,C27430,Printer,5,94.85,788 Main St,Cash,Shipped,TRK45025840,6,WINTER15,Email,474.25,0,474.25,2,Tuesday,0,1,0.833,Low,6.163840981368539
ORD200698,2023-01-04,C44366,Laptop,2,388.22,169 Main St,Cash,Delivered,TRK48658394,2,WINTER15,Instagram,776.44,0,776.44,1,Wednesday,0,1,1.0,Medium,6.6560064706575925
ORD200699,2023-11-13,C36813,Laptop,3,614.15,897 Main St,Gift Card,Cancelled,TRK84088900,3,FREESHIP,Facebook,1842.45,1,1842.45,11,Monday,0,0,1.0,High,7.519394094984712
ORD200700,2024-09-25,C40201,Laptop,2,92.91,555 Main St,Cash,Returned,TRK30198779,3,WINTER15,Instagram,185.82,0,185.82,9,Wednesday,0,1,0.667,Low,5.230145586444703
ORD200701,2024-06-23,C75456,Monitor,3,92.22,115 Main St,Credit Card,Delivered,TRK90519490,5,FREESHIP,Email,276.66,0,276.66,6,Sunday,1,1,0.6,Low,5.626397343606657
ORD200702,2024-06-09,C33315,Printer,3,562.55,154 Main St,Debit Card,Returned,TRK43589369,6,FREESHIP,Email,1687.65,1,1687.65,6,Sunday,1,0,0.5,High,7.431684672125105
ORD200703,2023-03-22,C89336,Desk,1,92.79,799 Main St,Cash,Pending,TRK47665103,3,WINTER15,Email,92.79,0,92.79,3,Wednesday,0,1,0.333,Low,4.541058240520847
ORD200704,2023-06-03,C96034,Desk,4,30.27,819 Main St,Online,Delivered,TRK87261034,9,FREESHIP,Google,121.08,0,121.08,6,Saturday,1,1,0.444,Low,4.804676567536147
ORD200705,2025-03-30,C50114,Monitor,2,49.08,420 Main St,Debit Card,Returned,TRK20214786,7,FREESHIP,Instagram,98.16,0,98.16,3,Sunday,1,1,0.286,Low,4.5967347071669895
ORD200706,2025-03-02,C85330,Desk,5,228.09,969 Main St,Gift Card,Returned,TRK97693301,9,FREESHIP,Facebook,1140.45,0,1140.45,3,Sunday,1,1,0.556,Medium,7.0400546629956215
ORD200707,2024-11-01,C31761,Chair,4,650.04,989 Main St,Gift Card,Cancelled,TRK17628852,6,SAVE10,Facebook,2600.16,0,2600.16,11,Friday,0,1,0.667,High,7.863712778358693
ORD200708,2025-03-04,C25268,Printer,1,665.11,788 Main St,Cash,Pending,TRK20481215,3,FREESHIP,Instagram,665.11,0,665.11,3,Tuesday,0,1,0.333,Medium,6.5014548220672905
ORD200709,2024-12-07,C17132,Desk,1,386.03,855 Main St,Online,Pending,TRK37504692,4,FREESHIP,Google,386.03,0,386.03,12,Saturday,1,1,0.25,Low,5.958502209405155
ORD200710,2024-07-22,C48790,Laptop,5,21.54,113 Main St,Gift Card,Returned,TRK19086608,10,FREESHIP,Google,107.7,1,107.7,7,Monday,0,0,0.5,Low,4.688591794127164
ORD200711,2024-07-04,C61070,Tablet,2,475.78,632 Main St,Online,Shipped,TRK90764894,2,WINTER15,Google,951.56,0,951.56,7,Thursday,0,1,1.0,Medium,6.8591530971429195
ORD200712,2024-01-09,C56969,Tablet,2,68.4,993 Main St,Gift Card,Pending,TRK10513339,7,FREESHIP,Email,136.8,0,136.8,1,Tuesday,0,1,0.286,Low,4.925803358579558
ORD200713,2025-06-21,C65056,Tablet,4,532.49,638 Main St,Online,Cancelled,TRK31705278,6,SAVE10,Facebook,2129.96,0,2129.96,6,Saturday,1,1,0.667,High,7.664327861392181
ORD200714,2023-04-21,C84888,Laptop,1,51.73,278 Main St,Debit Card,Pending,TRK23612847,1,FREESHIP,Facebook,51.73,0,51.73,4,Friday,0,1,1.0,Low,3.9651845535423784
ORD200715,2024-07-26,C68266,Printer,3,653.63,281 Main St,Online,Delivered,TRK96161062,7,FREESHIP,Email,1960.89,0,1960.89,7,Friday,0,1,0.429,High,7.581663573314042
ORD200716,2024-06-13,C84115,Chair,3,454.29,891 Main St,Credit Card,Pending,TRK25466842,4,WINTER15,Google,1362.87,0,1362.87,6,Thursday,0,1,0.75,High,7.218081525943431
ORD200717,2023-10-16,C50087,Chair,3,122.11,707 Main St,Online,Delivered,TRK31143760,4,WINTER15,Email,366.33,0,366.33,10,Monday,0,1,0.75,Low,5.906260626593414
ORD200718,2023-04-08,C16790,Laptop,4,64.74,718 Main St,Gift Card,Cancelled,TRK91791367,8,SAVE10,Google,258.96,0,258.96,4,Saturday,1,1,0.5,Low,5.560527773026148
ORD200719,2024-01-21,C46920,Laptop,2,681.06,703 Main St,Debit Card,Shipped,TRK86403837,3,FREESHIP,Facebook,1362.12,0,1362.12,1,Sunday,1,1,0.667,High,7.217531468906984
ORD200720,2023-09-21,C12740,Desk,5,128.95,305 Main St,Cash,Pending,TRK98506513,10,FREESHIP,Instagram,644.75,0,644.75,9,Thursday,0,1,0.5,Medium,6.47041243197595
ORD200721,2024-03-18,C46557,Desk,2,118.59,890 Main St,Credit Card,Delivered,TRK56110689,2,FREESHIP,Email,237.18,1,237.18,3,Monday,0,0,1.0,Low,5.47302669033985
ORD200722,2024-11-15,C58156,Printer,1,95.1,516 Main St,Gift Card,Pending,TRK49719458,1,WINTER15,Instagram,95.1,0,95.1,11,Friday,0,1,1.0,Low,4.565389315976247
ORD200723,2023-12-09,C14455,Desk,3,54.95,385 Main St,Cash,Returned,TRK50933724,8,SAVE10,Referral,164.85,0,164.85,12,Saturday,1,1,0.375,Low,5.111083765393062
ORD200724,2024-10-18,C63150,Printer,3,136.97,326 Main St,Credit Card,Returned,TRK19348078,4,FREESHIP,Referral,410.91,0,410.91,10,Friday,0,1,0.75,Low,6.02080487888465
ORD200725,2023-03-12,C95269,Chair,2,194.85,372 Main St,Gift Card,Returned,TRK45670926,5,FREESHIP,Referral,389.7,1,389.7,3,Sunday,1,0,0.4,Low,5.967940002061025
ORD200726,2024-10-25,C18105,Laptop,4,583.02,338 Main St,Online,Delivered,TRK94006117,4,FREESHIP,Facebook,2332.08,0,2332.08,10,Friday,0,1,1.0,High,7.754944562046465
ORD200727,2024-09-29,C29063,Chair,5,95.75,379 Main St,Online,Shipped,TRK92745947,8,SAVE10,Instagram,478.75,0,478.75,9,Sunday,1,1,0.625,Low,6.173265134887809
ORD200728,2024-07-29,C10154,Desk,4,325.76,827 Main St,Gift Card,Shipped,TRK79793300,8,WINTER15,Email,1303.04,0,1303.04,7,Monday,0,1,0.5,High,7.17322241686276
ORD200729,2023-09-08,C36997,Phone,4,186.41,819 Main St,Gift Card,Pending,TRK92794872,6,SAVE10,Google,745.64,0,745.64,9,Friday,0,1,0.667,Medium,6.615583141257491
ORD200730,2025-02-22,C77357,Phone,1,474.6,407 Main St,Debit Card,Delivered,TRK91943923,4,SAVE10,Email,474.6,0,474.6,2,Saturday,1,1,0.25,Low,6.1645771648166265
ORD200731,2024-06-07,C71310,Printer,5,584.46,308 Main St,Credit Card,Returned,TRK48292586,8,FREESHIP,Email,2922.3,1,2922.3,6,Friday,0,0,0.625,High,7.980468394124558
ORD200732,2025-03-07,C80987,Laptop,1,132.05,787 Main St,Online,Delivered,TRK42187776,2,FREESHIP,Google,132.05,1,132.05,3,Friday,0,0,0.5,Low,4.890724997423698
ORD200733,2023-12-04,C90757,Tablet,4,494.84,694 Main St,Cash,Returned,TRK87991608,8,SAVE10,Email,1979.36,0,1979.36,12,Monday,0,1,0.5,High,7.591033925343477
ORD200734,2024-01-23,C51898,Printer,4,224.61,630 Main St,Credit Card,Returned,TRK19767885,6,WINTER15,Facebook,898.44,0,898.44,1,Tuesday,0,1,0.667,Medium,6.801772347441505
ORD200735,2024-06-28,C94508,Monitor,4,44.07,359 Main St,Debit Card,Pending,TRK13443264,6,FREESHIP,Email,176.28,1,176.28,6,Friday,0,0,0.667,Low,5.177730403558919
ORD200736,2024-02-09,C59441,Monitor,5,418.53,696 Main St,Credit Card,Pending,TRK66186874,6,FREESHIP,Google,2092.65,0,2092.65,2,Friday,0,1,0.833,High,7.646664233238744
ORD200737,2024-01-03,C91029,Phone,4,532.87,972 Main St,Cash,Pending,TRK25501930,9,FREESHIP,Instagram,2131.48,0,2131.48,1,Wednesday,0,1,0.444,High,7.665040900658314
ORD200738,2025-06-04,C96261,Phone,2,485.37,264 Main St,Credit Card,Shipped,TRK44998396,5,SAVE10,Email,970.74,0,970.74,6,Wednesday,0,1,0.4,Medium,6.879088278966751
ORD200739,2024-06-13,C35123,Phone,4,386.73,513 Main St,Cash,Delivered,TRK58979275,4,SAVE10,Facebook,1546.92,0,1546.92,6,Thursday,0,1,1.0,High,7.344667373227673
ORD200740,2024-07-20,C10892,Desk,2,377.47,433 Main St,Cash,Pending,TRK76154554,7,FREESHIP,Google,754.94,1,754.94,7,Saturday,1,0,0.286,Medium,6.627962007950593
ORD200741,2025-01-23,C99683,Monitor,5,332.64,945 Main St,Gift Card,Delivered,TRK87305883,10,FREESHIP,Referral,1663.2,1,1663.2,1,Thursday,0,0,0.5,High,7.41709980646633
ORD200742,2024-11-30,C41974,Laptop,3,699.93,726 Main St,Cash,Returned,TRK48051468,7,SAVE10,Google,2099.79,0,2099.79,11,Saturday,1,1,0.429,High,7.650068743445809
ORD200743,2024-09-30,C23978,Monitor,1,576.35,549 Main St,Gift Card,Returned,TRK87090813,1,WINTER15,Instagram,576.35,0,576.35,9,Monday,0,1,1.0,Medium,6.358448668397865
